frame.number,frame.protocols,frame.time_delta,frame.time_relative,ip.src,ip.dst,udp.srcport,ip.dsfield,ip.ttl,udp.dstport,infiniband.bth.destqp
112129,ppp:ip:udp:infiniband:data,0.000000000,0.024115000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112130,ppp:ip:udp:infiniband:data,0.000001000,0.024116000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112131,ppp:ip:udp:infiniband:data,0.000000000,0.024116000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112132,ppp:ip:udp:infiniband:data,0.000000000,0.024116000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112133,ppp:ip:udp:infiniband:data,0.000000000,0.024116000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112134,ppp:ip:udp:infiniband:data,0.000001000,0.024117000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112135,ppp:ip:udp:infiniband:data,0.000000000,0.024117000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112136,ppp:ip:udp:infiniband:data,0.000000000,0.024117000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112137,ppp:ip:udp:infiniband:data,0.000000000,0.024117000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112138,ppp:ip:udp:infiniband:data,0.000000000,0.024117000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112139,ppp:ip:udp:infiniband:data,0.000001000,0.024118000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112140,ppp:ip:udp:infiniband:data,0.000000000,0.024118000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112141,ppp:ip:udp:infiniband:data,0.000000000,0.024118000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112142,ppp:ip:udp:infiniband:data,0.000000000,0.024118000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112143,ppp:ip:udp:infiniband:data,0.000000000,0.024118000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112144,ppp:ip:udp:infiniband:data,0.000001000,0.024119000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112145,ppp:ip:udp:infiniband:data,0.000000000,0.024119000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112146,ppp:ip:udp:infiniband:data,0.000000000,0.024119000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112147,ppp:ip:udp:infiniband:data,0.000000000,0.024119000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112148,ppp:ip:udp:infiniband:data,0.000001000,0.024120000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112149,ppp:ip:udp:infiniband:data,0.000000000,0.024120000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112150,ppp:ip:udp:infiniband:data,0.000000000,0.024120000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112151,ppp:ip:udp:infiniband:data,0.000000000,0.024120000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112152,ppp:ip:udp:infiniband:data,0.000000000,0.024120000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112153,ppp:ip:udp:infiniband:data,0.000001000,0.024121000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112154,ppp:ip:udp:infiniband:data,0.000000000,0.024121000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112155,ppp:ip:udp:infiniband:data,0.000000000,0.024121000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112156,ppp:ip:udp:infiniband:data,0.000000000,0.024121000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112157,ppp:ip:udp:infiniband:data,0.000000000,0.024121000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112158,ppp:ip:udp:infiniband:data,0.000001000,0.024122000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112159,ppp:ip:udp:infiniband:data,0.000000000,0.024122000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112160,ppp:ip:udp:infiniband:data,0.000000000,0.024122000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112161,ppp:ip:udp:infiniband:data,0.000000000,0.024122000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112162,ppp:ip:udp:infiniband:data,0.000001000,0.024123000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112163,ppp:ip:udp:infiniband:data,0.000000000,0.024123000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112164,ppp:ip:udp:infiniband:data,0.000000000,0.024123000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112165,ppp:ip:udp:infiniband:data,0.000000000,0.024123000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112166,ppp:ip:udp:infiniband:data,0.000000000,0.024123000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112167,ppp:ip:udp:infiniband:data,0.000001000,0.024124000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112168,ppp:ip:udp:infiniband:data,0.000000000,0.024124000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112169,ppp:ip:udp:infiniband:data,0.000000000,0.024124000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112170,ppp:ip:udp:infiniband:data,0.000000000,0.024124000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112171,ppp:ip:udp:infiniband:data,0.000000000,0.024124000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112172,ppp:ip:udp:infiniband:data,0.000001000,0.024125000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112173,ppp:ip:udp:infiniband:data,0.000000000,0.024125000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112174,ppp:ip:udp:infiniband:data,0.000000000,0.024125000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112175,ppp:ip:udp:infiniband:data,0.000000000,0.024125000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112176,ppp:ip:udp:infiniband:data,0.000001000,0.024126000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112177,ppp:ip:udp:infiniband:data,0.000000000,0.024126000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112178,ppp:ip:udp:infiniband:data,0.000000000,0.024126000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112179,ppp:ip:udp:infiniband:data,0.000000000,0.024126000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112180,ppp:ip:udp:infiniband:data,0.000000000,0.024126000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112181,ppp:ip:udp:infiniband:data,0.000001000,0.024127000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112182,ppp:ip:udp:infiniband:data,0.000000000,0.024127000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112183,ppp:ip:udp:infiniband:data,0.000000000,0.024127000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112184,ppp:ip:udp:infiniband:data,0.000000000,0.024127000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112185,ppp:ip:udp:infiniband:data,0.000000000,0.024127000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112186,ppp:ip:udp:infiniband:data,0.000001000,0.024128000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112187,ppp:ip:udp:infiniband:data,0.000000000,0.024128000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112188,ppp:ip:udp:infiniband:data,0.000000000,0.024128000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112189,ppp:ip:udp:infiniband:data,0.000000000,0.024128000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112190,ppp:ip:udp:infiniband:data,0.000001000,0.024129000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112191,ppp:ip:udp:infiniband:data,0.000000000,0.024129000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112192,ppp:ip:udp:infiniband:data,0.000000000,0.024129000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112193,ppp:ip:udp:infiniband:data,0.000000000,0.024129000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112194,ppp:ip:udp:infiniband:data,0.000000000,0.024129000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112195,ppp:ip:udp:infiniband:data,0.000001000,0.024130000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112196,ppp:ip:udp:infiniband:data,0.000000000,0.024130000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112197,ppp:ip:udp:infiniband:data,0.000000000,0.024130000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112198,ppp:ip:udp:infiniband:data,0.000000000,0.024130000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112199,ppp:ip:udp:infiniband:data,0.000000000,0.024130000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112200,ppp:ip:udp:infiniband:data,0.000001000,0.024131000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112201,ppp:ip:udp:infiniband:data,0.000000000,0.024131000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112202,ppp:ip:udp:infiniband:data,0.000000000,0.024131000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112203,ppp:ip:udp:infiniband:data,0.000000000,0.024131000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112204,ppp:ip:udp:infiniband:data,0.000001000,0.024132000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112205,ppp:ip:udp:infiniband:data,0.000000000,0.024132000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112206,ppp:ip:udp:infiniband:data,0.000000000,0.024132000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112207,ppp:ip:udp:infiniband:data,0.000000000,0.024132000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112208,ppp:ip:udp:infiniband:data,0.000000000,0.024132000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112209,ppp:ip:udp:infiniband:data,0.000001000,0.024133000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112210,ppp:ip:udp:infiniband:data,0.000000000,0.024133000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112211,ppp:ip:udp:infiniband:data,0.000000000,0.024133000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112212,ppp:ip:udp:infiniband:data,0.000000000,0.024133000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112213,ppp:ip:udp:infiniband:data,0.000000000,0.024133000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112214,ppp:ip:udp:infiniband:data,0.000001000,0.024134000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112215,ppp:ip:udp:infiniband:data,0.000000000,0.024134000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112216,ppp:ip:udp:infiniband:data,0.000000000,0.024134000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112217,ppp:ip:udp:infiniband:data,0.000000000,0.024134000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112218,ppp:ip:udp:infiniband:data,0.000001000,0.024135000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112219,ppp:ip:udp:infiniband:data,0.000000000,0.024135000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112220,ppp:ip:udp:infiniband:data,0.000000000,0.024135000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112221,ppp:ip:udp:infiniband:data,0.000000000,0.024135000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112222,ppp:ip:udp:infiniband:data,0.000000000,0.024135000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112223,ppp:ip:udp:infiniband:data,0.000001000,0.024136000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112224,ppp:ip:udp:infiniband:data,0.000000000,0.024136000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112225,ppp:ip:udp:infiniband:data,0.000000000,0.024136000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112226,ppp:ip:udp:infiniband:data,0.000000000,0.024136000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112227,ppp:ip:udp:infiniband:data,0.000000000,0.024136000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112228,ppp:ip:udp:infiniband:data,0.000001000,0.024137000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112229,ppp:ip:udp:infiniband:data,0.000000000,0.024137000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112230,ppp:ip:udp:infiniband:data,0.000000000,0.024137000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112231,ppp:ip:udp:infiniband:data,0.000000000,0.024137000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112232,ppp:ip:udp:infiniband:data,0.000001000,0.024138000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112233,ppp:ip:udp:infiniband:data,0.000000000,0.024138000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112234,ppp:ip:udp:infiniband:data,0.000000000,0.024138000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112235,ppp:ip:udp:infiniband:data,0.000000000,0.024138000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112236,ppp:ip:udp:infiniband:data,0.000000000,0.024138000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112237,ppp:ip:udp:infiniband:data,0.000001000,0.024139000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112238,ppp:ip:udp:infiniband:data,0.000000000,0.024139000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112239,ppp:ip:udp:infiniband:data,0.000000000,0.024139000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112240,ppp:ip:udp:infiniband:data,0.000000000,0.024139000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112241,ppp:ip:udp:infiniband:data,0.000001000,0.024140000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112242,ppp:ip:udp:infiniband:data,0.000000000,0.024140000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112243,ppp:ip:udp:infiniband:data,0.000000000,0.024140000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112244,ppp:ip:udp:infiniband:data,0.000000000,0.024140000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112245,ppp:ip:udp:infiniband:data,0.000000000,0.024140000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112246,ppp:ip:udp:infiniband:data,0.000001000,0.024141000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112247,ppp:ip:udp:infiniband:data,0.000000000,0.024141000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112248,ppp:ip:udp:infiniband:data,0.000000000,0.024141000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112249,ppp:ip:udp:infiniband:data,0.000000000,0.024141000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112250,ppp:ip:udp:infiniband:data,0.000000000,0.024141000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112251,ppp:ip:udp:infiniband:data,0.000001000,0.024142000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112252,ppp:ip:udp:infiniband:data,0.000000000,0.024142000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112253,ppp:ip:udp:infiniband:data,0.000000000,0.024142000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112254,ppp:ip:udp:infiniband:data,0.000000000,0.024142000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112255,ppp:ip:udp:infiniband:data,0.000001000,0.024143000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112256,ppp:ip:udp:infiniband:data,0.000000000,0.024143000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112257,ppp:ip:udp:infiniband:data,0.000000000,0.024143000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112258,ppp:ip:udp:infiniband:data,0.000000000,0.024143000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112259,ppp:ip:udp:infiniband:data,0.000000000,0.024143000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112260,ppp:ip:udp:infiniband:data,0.000001000,0.024144000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112261,ppp:ip:udp:infiniband:data,0.000000000,0.024144000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112262,ppp:ip:udp:infiniband:data,0.000000000,0.024144000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112263,ppp:ip:udp:infiniband:data,0.000000000,0.024144000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112264,ppp:ip:udp:infiniband:data,0.000000000,0.024144000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112265,ppp:ip:udp:infiniband:data,0.000001000,0.024145000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112266,ppp:ip:udp:infiniband:data,0.000000000,0.024145000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112267,ppp:ip:udp:infiniband:data,0.000000000,0.024145000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112268,ppp:ip:udp:infiniband:data,0.000000000,0.024145000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112269,ppp:ip:udp:infiniband:data,0.000001000,0.024146000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112270,ppp:ip:udp:infiniband:data,0.000000000,0.024146000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112271,ppp:ip:udp:infiniband:data,0.000000000,0.024146000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112272,ppp:ip:udp:infiniband:data,0.000000000,0.024146000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112273,ppp:ip:udp:infiniband:data,0.000000000,0.024146000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112274,ppp:ip:udp:infiniband:data,0.000001000,0.024147000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112275,ppp:ip:udp:infiniband:data,0.000000000,0.024147000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112276,ppp:ip:udp:infiniband:data,0.000000000,0.024147000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112277,ppp:ip:udp:infiniband:data,0.000000000,0.024147000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112278,ppp:ip:udp:infiniband:data,0.000000000,0.024147000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112279,ppp:ip:udp:infiniband:data,0.000001000,0.024148000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112280,ppp:ip:udp:infiniband:data,0.000000000,0.024148000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112281,ppp:ip:udp:infiniband:data,0.000000000,0.024148000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112282,ppp:ip:udp:infiniband:data,0.000000000,0.024148000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112283,ppp:ip:udp:infiniband:data,0.000001000,0.024149000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112284,ppp:ip:udp:infiniband:data,0.000000000,0.024149000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112285,ppp:ip:udp:infiniband:data,0.000000000,0.024149000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112286,ppp:ip:udp:infiniband:data,0.000000000,0.024149000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112287,ppp:ip:udp:infiniband:data,0.000000000,0.024149000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112288,ppp:ip:udp:infiniband:data,0.000001000,0.024150000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112289,ppp:ip:udp:infiniband:data,0.000000000,0.024150000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112290,ppp:ip:udp:infiniband:data,0.000000000,0.024150000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112291,ppp:ip:udp:infiniband:data,0.000000000,0.024150000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112292,ppp:ip:udp:infiniband:data,0.000000000,0.024150000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112293,ppp:ip:udp:infiniband:data,0.000001000,0.024151000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112294,ppp:ip:udp:infiniband:data,0.000000000,0.024151000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112295,ppp:ip:udp:infiniband:data,0.000000000,0.024151000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112296,ppp:ip:udp:infiniband:data,0.000000000,0.024151000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112297,ppp:ip:udp:infiniband:data,0.000001000,0.024152000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112298,ppp:ip:udp:infiniband:data,0.000000000,0.024152000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112299,ppp:ip:udp:infiniband:data,0.000000000,0.024152000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112300,ppp:ip:udp:infiniband:data,0.000000000,0.024152000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112301,ppp:ip:udp:infiniband:data,0.000000000,0.024152000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112302,ppp:ip:udp:infiniband:data,0.000001000,0.024153000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112303,ppp:ip:udp:infiniband:data,0.000000000,0.024153000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112304,ppp:ip:udp:infiniband:data,0.000000000,0.024153000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112305,ppp:ip:udp:infiniband:data,0.000000000,0.024153000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112306,ppp:ip:udp:infiniband:data,0.000000000,0.024153000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112307,ppp:ip:udp:infiniband:data,0.000001000,0.024154000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112308,ppp:ip:udp:infiniband:data,0.000000000,0.024154000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112309,ppp:ip:udp:infiniband:data,0.000000000,0.024154000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112310,ppp:ip:udp:infiniband:data,0.000000000,0.024154000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112311,ppp:ip:udp:infiniband:data,0.000001000,0.024155000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112312,ppp:ip:udp:infiniband:data,0.000000000,0.024155000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112313,ppp:ip:udp:infiniband:data,0.000000000,0.024155000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112314,ppp:ip:udp:infiniband:data,0.000000000,0.024155000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112315,ppp:ip:udp:infiniband:data,0.000000000,0.024155000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112316,ppp:ip:udp:infiniband:data,0.000001000,0.024156000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112317,ppp:ip:udp:infiniband:data,0.000000000,0.024156000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112318,ppp:ip:udp:infiniband:data,0.000000000,0.024156000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112319,ppp:ip:udp:infiniband:data,0.000000000,0.024156000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112320,ppp:ip:udp:infiniband:data,0.000000000,0.024156000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112321,ppp:ip:udp:infiniband:data,0.000001000,0.024157000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112322,ppp:ip:udp:infiniband:data,0.000000000,0.024157000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112323,ppp:ip:udp:infiniband:data,0.000000000,0.024157000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112324,ppp:ip:udp:infiniband:data,0.000000000,0.024157000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112325,ppp:ip:udp:infiniband:data,0.000001000,0.024158000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112326,ppp:ip:udp:infiniband:data,0.000000000,0.024158000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112327,ppp:ip:udp:infiniband:data,0.000000000,0.024158000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112328,ppp:ip:udp:infiniband:data,0.000000000,0.024158000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112329,ppp:ip:udp:infiniband:data,0.000000000,0.024158000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112330,ppp:ip:udp:infiniband:data,0.000001000,0.024159000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112331,ppp:ip:udp:infiniband:data,0.000000000,0.024159000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112332,ppp:ip:udp:infiniband:data,0.000000000,0.024159000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112333,ppp:ip:udp:infiniband:data,0.000000000,0.024159000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112334,ppp:ip:udp:infiniband:data,0.000001000,0.024160000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112335,ppp:ip:udp:infiniband:data,0.000000000,0.024160000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112336,ppp:ip:udp:infiniband:data,0.000000000,0.024160000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112337,ppp:ip:udp:infiniband:data,0.000000000,0.024160000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112338,ppp:ip:udp:infiniband:data,0.000000000,0.024160000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112339,ppp:ip:udp:infiniband:data,0.000001000,0.024161000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112340,ppp:ip:udp:infiniband:data,0.000000000,0.024161000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112341,ppp:ip:udp:infiniband:data,0.000000000,0.024161000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
112342,ppp:ip:udp:infiniband:data,0.000000000,0.024161000,11.0.2.1,11.0.4.1,10000,0x00,64,4791,0x000003
